"","title","year","volnum","issuenum","pagenum","primauth","st","ct","site","jstor","ststring","ctstring","comm","avoid"
"385","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,208,"Kidder",16,"WC","3","http://www.jstor.org/stable/40035903","Louisiana","West Carroll","",""
"386","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,208,"Kidder",22,"CR","504","http://www.jstor.org/stable/40035903","Mississippi","Caroll","",""
"387","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,208,"Kidder",22,"HU","505","http://www.jstor.org/stable/40035903","Mississippi","Humphreys","",""
"388","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,208,"Kidder",16,"CT","17","http://www.jstor.org/stable/40035903","Louisiana","Catahoula","",""
"389","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,208,"Kidder",16,"MA","47","http://www.jstor.org/stable/40035903","Louisiana","Madison","",""
"390","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,208,"Kidder",16,"CT","312","http://www.jstor.org/stable/40035903","Louisiana","Catahoula","",""
"391","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,209,"Kidder",16,"CT","17","http://www.jstor.org/stable/40035703","Louisiana","Catahoula","",""
"392","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,209,"Kidder",16,"CT","312","http://www.jstor.org/stable/40035703","Louisiana","Catahoula","",""
"393","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,209,"Kidder",22,"HA","506","http://www.jstor.org/stable/40035703","Mississippi","Hancock","",""
"394","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,209,"Kidder",16,"CT","509","http://www.jstor.org/stable/40035703","Louisiana","Catahoula","",""
"395","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,210,"Kidder",16,"OR","7","http://www.jstor.org/stable/40035703","Louisiana","New Orleans","",""
"396","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,210,"Kidder",22,"HA","581","http://www.jstor.org/stable/40035703","Mississippi","Hancock","",""
"397","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,210,"Kidder",16,"CT","354","http://www.jstor.org/stable/40035703","Louisiana","Catahoula","",""
"398","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,210,"Kidder",16,"CT","3","http://www.jstor.org/stable/40035703","Louisiana","Catahoula","",""
"399","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,210,"Kidder",16,"OR","6","http://www.jstor.org/stable/40035703","Louisiana","New Orleans","",""
"400","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,210,"Kidder",16,"MA","20","http://www.jstor.org/stable/40035703","Louisiana","Madison","",""
"401","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,211,"Kidder",16,"ST","1","http://www.jstor.org/stable/40035703","Louisiana","Saint Tammany","",""
"402","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,211,"Kidder",16,"MA","62","http://www.jstor.org/stable/40035703","Louisiana","Madison","",""
"403","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,210,"Kidder",22,"HA","515","http://www.jstor.org/stable/40035703","Mississippi","Hancock","",""
"404","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,211,"Kidder",16,"MA","57","http://www.jstor.org/stable/40035703","Louisiana","Madison","",""
"405","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,211,"Kidder",16,"SL","126","http://www.jstor.org/stable/40035703","Louisiana","Saint Landry","",""
"406","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,211,"Kidder",22,"HA","525","http://www.jstor.org/stable/40035703","Mississippi","Hancock","",""
"407","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,212,"Kidder",23,"MI","25","http://www.jstor.org/stable/40035703","Missouri","Madison","",""
"408","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,212,"Kidder",23,"MI","20","http://www.jstor.org/stable/40035703","Missouri","Madison","",""
"409","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,212,"Kidder",23,"MN","621","http://www.jstor.org/stable/40035703","Missouri","Marion","",""
"410","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,212,"Kidder",23,"MI","621","http://www.jstor.org/stable/40035703","Missouri","Madison","",""
"411","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,212,"Kidder",23,"NM","561","http://www.jstor.org/stable/40035703","Missouri","New Madrid","",""
"412","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,212,"Kidder",23,"MI","605","http://www.jstor.org/stable/40035703","Missouri","Madison","",""
"413","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,212,"Kidder",23,"NM","575","http://www.jstor.org/stable/40035703","Missouri","New Madrid","",""
"414","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,212,"Kidder",40,"HW","44","http://www.jstor.org/stable/40035703","Tennessee","Hawkins","",""
"415","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,212,"Kidder",40,"HW","45","http://www.jstor.org/stable/40035703","Tennessee","Hawkins","",""
"416","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,213,"Kidder",40,"MR","25","http://www.jstor.org/stable/40035703","Tennessee","Monroe","",""
"417","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,213,"Kidder",40,"MR","40","http://www.jstor.org/stable/40035703","Tennessee","Monroe","",""
"418","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,213,"Kidder",40,"MR","21","http://www.jstor.org/stable/40035703","Tennessee","Monroe","",""
"419","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,213,"Kidder",40,"LD","45","http://www.jstor.org/stable/40035703","Tennessee","Loudon","",""
"420","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,213,"Kidder",40,"LD","38","http://www.jstor.org/stable/40035703","Tennessee","Loudon","",""
"421","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,213,"Kidder",40,"MR","23","http://www.jstor.org/stable/40035703","Tennessee","Monrow","",""
"422","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,213,"Kidder",40,"RH","6","http://www.jstor.org/stable/40035703","Tennessee","Rhea","",""
"423","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,213,"Kidder",40,"MI","11","http://www.jstor.org/stable/40035703","Tennessee","Marion","",""
"424","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,213,"Kidder",40,"RE","108","http://www.jstor.org/stable/40035703","Tennessee","Rhea","",""
"425","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,213,"Kidder",40,"MR","41","http://www.jstor.org/stable/40035703","Tennessee","Monroe","",""
"426","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,213,"Kidder",40,"GN","1","http://www.jstor.org/stable/40035703","Tennessee","Greene","",""
"427","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,213,"Kidder",40,"MR","40","http://www.jstor.org/stable/40035703","Tennessee","Monroe","",""
"428","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin",2006,71,2,218,"Kidder",16,"MA","20","http://www.jstor.org/stable/40035703","Louisiana","Madison","",""
"429","Remote Sensing Data From Etowah's Mound A: Architecture and the Recreation of Mississippian Tradition",2011,76,2,362,"King",40,"MG","31","http://www.jstor.org/stable/41331894","Tennessee","Meigs","",""
"430","Remote Sensing Data From Etowah's Mound A: Architecture and the Recreation of Mississippian Tradition",2011,76,2,362,"King",40,"MR","6","http://www.jstor.org/stable/41331894","Tennessee","Monroe","",""
"431","Remote Sensing Data From Etowah's Mound A: Architecture and the Recreation of Mississippian Tradition",2011,76,2,362,"King",9,"MU","101","http://www.jstor.org/stable/41331894","Georgia","Murray","",""
"432","Remote Sensing Data From Etowah's Mound A: Architecture and the Recreation of Mississippian Tradition",2011,76,2,363,"King",40,"MR","6","http://www.jstor.org/stable/41331894","Tennessee","Monroe","",""
"433","Remote Sensing Data From Etowah's Mound A: Architecture and the Recreation of Mississippian Tradition",2011,76,2,363,"King",9,"EB","85","http://www.jstor.org/stable/41331894","Georgia","Elbert","",""
"434","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"GE","2","http://www.jstor.org/stable/41331905","Illinois","Greene","",""
"435","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"MG","17","http://www.jstor.org/stable/41331905","Illinois","Montgomery","",""
"436","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"PK","7","http://www.jstor.org/stable/41331905","Illinois","Pike","",""
"437","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"PK","1384","http://www.jstor.org/stable/41331905","Illinois","Pike","",""
"438","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"PK","512","http://www.jstor.org/stable/41331905","Illinois","Pike","",""
"439","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",8,"JE","781","http://www.jstor.org/stable/41331905","Florida","Jefferson","",""
"440","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"PK","2","http://www.jstor.org/stable/41331905","Illinois","Pike","",""
"441","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"C","12","http://www.jstor.org/stable/41331905","Illinois","Calhoun","",""
"442","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"JY","70","http://www.jstor.org/stable/41331905","Illinois","Jersey","",""
"443","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"MG","15","http://www.jstor.org/stable/41331905","Illinois","Montgomery","",""
"444","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"PK","1245","http://www.jstor.org/stable/41331905","Illinois","Pike","",""
"445","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"GE","7","http://www.jstor.org/stable/41331905","Ilinois","Greene","",""
"446","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"ST","1","http://www.jstor.org/stable/41331905","Illinois","Scott","",""
"447","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"PK","513","http://www.jstor.org/stable/41331905","Illinois","Pike","",""
"448","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"PK","500","http://www.jstor.org/stable/41331905","Illinois","Pike","",""
"449","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"C","135","http://www.jstor.org/stable/41331905","Illinois","Calhoun","",""
"450","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"C","4","http://www.jstor.org/stable/41331905","Illinois","Calhoun","",""
"451","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"PK","1","http://www.jstor.org/stable/41331905","Illinois","Pike","",""
"452","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"ST","123","http://www.jstor.org/stable/41331905","Illinois","Scott","",""
"453","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"C","8","http://www.jstor.org/stable/41331905","Illinois","Calhoun","",""
"454","Time and Archaeological Traditions in the Lower Illinois Valley",2011,76,3,502,"King",11,"C","373","http://www.jstor.org/stable/41331905","Illinois","Calhoun","",""
"455","The Neolithic Demographic Transition in the U.S. Southwest",2008,73,4,684,"Kohler",5,"LP","110","http://www.jstor.org/stable/25470522","Colorado","La Plata","",""
"456","The Neolithic Demographic Transition in the U.S. Southwest",2008,73,4,654,"Kohler",5,"LP","111","http://www.jstor.org/stable/25470522","Colorado","La Plata","",""
"457","The Neolithic Demographic Transition in the U.S. Southwest",2008,73,4,654,"Kohler",5,"LP","11","http://www.jstor.org/stable/25470522","Colorado","La Plata","",""
"458","The Neolithic Demographic Transition in the U.S. Southwest",2008,73,4,654,"Kohler",5,"MT","2192","http://www.jstor.org/stable/25470522","Colorado","Montezuma","",""
"459","The Neolithic Demographic Transition in the U.S. Southwest",2008,73,4,654,"Kohler",5,"MT","2848","http://www.jstor.org/stable/25470522","Colorado","Montezuma","",""
"460","The Neolithic Demographic Transition in the U.S. Southwest",2008,73,4,654,"Kohler",5,"MT","2853","http://www.jstor.org/stable/25470522","Colorado","Montezuma","",""
"461","The Neolithic Demographic Transition in the U.S. Southwest",2008,73,4,654,"Kohler",5,"MT","5107","http://www.jstor.org/stable/25470522","Colorado","Montezuma","",""
"462","The Neolithic Demographic Transition in the U.S. Southwest",2008,73,4,654,"Kohler",5,"MT","2182","http://www.jstor.org/stable/25470522","Colorado","Montezuma","",""
"463","The Neolithic Demographic Transition in the U.S. Southwest",2008,73,4,654,"Kohler",5,"MT","23","http://www.jstor.org/stable/25470522","Colorado","Montezuma","",""
"464","The Neolithic Demographic Transition in the U.S. Southwest",2008,73,4,654,"Kohler",5,"MT","4671","http://www.jstor.org/stable/25470522","Colorado","Montezuma","",""
